Country Name,Country Code,Series Name,Series Code,2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Sri Lanka,LKA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.12926234516283,3.09278196860629,-7.45121981085666,-1.65958035453171,..
St. Kitts and Nevis,KNA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-15.2063626838725,0.709589303103471,10.6506240915734,2.17775868095249,..
St. Lucia,LCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-24.6110924015334,11.4294382372324,20.2123632881647,1.92274311969047,..
St. Martin (French part),MAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.67034471115365,11.2897229582813,..,..,..
St. Vincent and the Grenadines,VCT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.14312946057163,1.4248947063312,7.99467271372755,6.77259727620614,..
Sudan,SDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.18595807947966,-4.47700779563793,-3.59800846557803,-21.1643160813014,..
Suriname,SUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-16.8738740468232,-3.31629942420831,1.54051769500568,1.6065973435272,..
Sweden,SWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.71099578243886,5.30316368411722,0.771118411875221,-0.780807367826782,..
Switzerland,CHE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.85415832226442,4.5881921178937,1.72060833518621,-0.541794294858562,..
Syrian Arab Republic,SYR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.98011071488936,-0.874333294023842,-3.00434829701605,..,..
Tajikistan,TJK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.05116680370303,7.01157366120653,5.71622455034235,6.13628181088259,..
Tanzania,TZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.998987836780785,1.25401761079502,1.54299792361155,2.08099243052513,..
Thailand,THA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.20637326420599,1.44661826857285,2.4513468687893,1.93399875154758,..
Timor-Leste,TLS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,29.2315955694561,3.48348588804535,-21.6952451186159,-19.0045491090863,..
Togo,TGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.438936506619754,3.49988645176158,3.30037029854027,3.95368670822319,..
Tonga,TON,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.7496930940647,0.566200387066786,-1.89321542116249,..,..
Trinidad and Tobago,TTO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-9.26015688200572,-1.0977057917612,1.61248649253199,1.22131575017148,..
Tunisia,TUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-9.76402965912095,4.08814174869963,2.07425595327958,-0.625809734119017,..
Turkiye,TUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.876219397794188,10.4294060712136,4.49945877235265,4.6848743835486,..
Turkmenistan,TKM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.67579761156229,4.07165530742274,4.17079684424029,4.36243135913014,..
Turks and Caicos Islands,TCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-28.795387742915,6.96031940340833,4.80089377109047,0.431106342006643,..
Tuvalu,TUV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.59958228889671,3.8514037023984,2.71261925845695,5.71488075368194,..
Uganda,UGA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.423922683361482,0.258075577364949,1.48927085105888,2.42759459782118,..
Ukraine,UKR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.08458576352871,4.41050883289091,-22.7456813021158,15.2178648350109,..
United Arab Emirates,ARE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.50466762810275,2.45717457525512,2.17608343497355,-0.421510858601309,..
United Kingdom,GBR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-10.6244160168382,8.66495150024396,3.65646079988994,-0.480663557904705,..
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.10649046252769,5.88831426529379,2.13636162986278,2.38266938077211,..
Uruguay,URY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-7.42815529772055,5.63253268966115,4.88579872246839,0.451369477346802,..
Uzbekistan,UZB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.316556159764588,5.96090610034494,3.8919951117236,4.1646761531384,..
Vanuatu,VUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-7.17743078607894,-3.80855711163811,-0.420831040178726,-0.135912007377584,..
"Venezuela, RB",VEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..
Viet Nam,VNM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.91581434772165,1.66651604176819,7.31480947796427,4.34348081998421,..
Virgin Islands (U.S.),VIR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.26412494613658,4.07886990081306,-0.883383819313323,..,..
West Bank and Gaza,PSE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-13.4963869730477,4.41469534491321,1.58856471383393,-7.64782956788805,..
"Yemen, Rep.",YEM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..
Zambia,ZMB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.56773502453288,3.28575461102756,2.34336450166037,2.46464031100994,..
Zimbabwe,ZWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-9.33397149289216,6.61191121413651,4.34366717276866,3.58486379597065,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 04/15/2025,,,,,,,,
